NomAsso,Tel_Asso,Fax_Asso,Mail_Asso,INTERNET,Domaine,Sous-Domaine,Sigle,Adresse,Code_Quartier,Code_Sous_Quartier,Circonscription,Canton,Code_Postal,Longitude,Latitude
Amicale Héraultaise des Enfants de Bone et de Constantine,04 67 47 56 29,,,,RAPATRIES,RAPATRIES,AHEDBC,31  RUE EMILE CHARTIER (ALAIN),04,12,1,06,34070,"3,869777877","43,595419502"
Amicale Languedoc Roussillon des Insuffisants Respiratoires,04 67 41 06 49,,casadevall.pierre@wanadoo.fr,,SANTE,AIDE AUX MALADES,ALRIR,36  AVENUE PIERRE D'ADHEMAR,07,23,2,02,34090,"3,86865938","43,62296996"
Amicale Languedoc Roussillon des Insuffisants Respiratoires,04 67 41 06 49,,casadevall.pierre@wanadoo.fr,,SANTE,AIDE AUX MALADES,ALRIR,36  AVENUE PIERRE D'ADHEMAR,07,23,2,02,34090,"3,868516904","43,622935602"
Amicale Lou Clapas,04 30 10 07 02,,patbloch@numericable.fr,,SOCIAL ET CITOYENNETE,TROISIEME AGE,,55  SQUARE JUPITER,02,05,2,09,34080,"3,81944732","43,625133177"
Amicale Montpellierraine de Radiesthesie,04 67 59 15 18,,amrm.amicalemontpellierainederadiesthesie@laposte.,,CULTURE,DIVERS CULTURE,AMRM,65  IMPASSE DES FLORALIES,01,03,3,03,34090,"3,888177862","43,630678398"
Amicale Personnel Administratif Technique Ouvrier et Service,04 67 14 20 00,,,,ENTREPRISE ET TRAVAIL,OEUVRES SOCIALES ENTREPRISES,APATOS,0  ROUTE DE MENDE,,,,,,,
Amicale Sportive Sud Montpellier,,,,,SPORTS,DIVERS SPORTS,ASSM,23  RUE DES CYPRES,05,15,1,05,34070,"3,881700425","43,593499982"
Amis dans le Sport et la Culture,04 67 79 77 38,,arlette.bouquet@wanadoo.fr,,SPORTS,DIVERS SPORTS,ASC,0  RUE DES CLEMATITES,,,,,,,
Amis de Dalat sur les Traces de Yersin,04 67 54 34 31,,adalyen@yahoo.fr,http://www.adaly.net,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ADALY,214  RUE CHRISTIAN DIOR,01,02,2,10,34090,"3,842085675","43,638465116"
Amis de la Bibliothèque des Hôpitaux de Montpellier,0467337163,,biblio.malades.montpellier@gmail.com,,SANTE,AIDE AUX MALADES,,0  AVENUE AUGUSTIN FLICHE,01,02,2,02,34090,"3,861097523","43,6298934"
Amis de la Compagnie Porras,04 67 92 69 92,,,,CULTURE,DANSE,,54  RUE FAUBOURG FIGUEROLLES,,,,,,,
Amis de la Librairie les Cinq Continents,04 67 66 46 70,,lescinqcontinents@club-internet.fr,http://www.lescinqcontinents.com,CULTURE,LITTERATURE ET POESIE,,20  RUE JACQUES COEUR,07,27,1,01,34000,"3,879241128","43,609965529"
Amis de l'Ecole de la Tour des Pins,04 67 60 51 83,,tourdespins@voila.fr,,EDUCATION,ENSEIGNEMENT,,1  DESCENTE EN BARRAT,,,,,,,
Amis de l'Orgue et Chæurs de la cathédrale,,,AMISORGUECATMONTPELLIER@ORANGE.FR,http://grand-orgue-cathedrale-montpellier.fr,CULTURE,MUSIQUE,,6 BIS RUE ABBE MARCEL MONTELS,07,26,1,01,34000,"3,874596798","43,614125438"
Amis des Orgues de Notre Dame des Tables,,,,,CULTURE,MUSIQUE,,1100  AVENUE DE SAINT MAUR,07,18,1,04,34000,"3,894009865","43,619399124"
Amis des Parcs et Jardins Praedium Rusticum,04 99 52 66 39,04 99 52 66 44,apjlr@flaugergues.com,,SCIENCES,BOTANIQUE,APJLR,1744  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,917991044","43,611076569"
Amis des Voitures Anciennes,04 67 64 07 67,04 67 64 07 67,,,LOISIRS,COLLECTIONS,AVA,67  RUE DES RAZETEURS,05,15,1,05,34070,"3,884112648","43,595533129"
Amis Du Gref (Groupement Des Retraités Educateurs Sans Frontières,04 67 10 06 57,,michel.lerbret@club-internet.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,GREF,5  RUE DES MYOSOTIS,03,10,4,08,34070,"3,846777796","43,606632675"
Amis du Musée de la Pharmacie de Montpellier,04 67 54 80 62,,,,SCIENCES,HISTOIRE,,15  AVENUE CHARLES FLAHAULT,01,02,2,10,34090,"3,861942068","43,624022503"
Amis Fondation Mémoire Déportation Hérault,.,.,duguet.grandcoin@sfr.fr,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,AFMD 34,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Amitié Franco-Malgache - Fihavanana,04 67 64 91 69,,c-reine@wanadoo.fr,amitiefrancomalgache-montpellier.fr,INTERNATIONAL,SOLIDARITE INTERNATIONALE,AFM,31  RUE DES CHASSEURS,04,11,4,08,34070,"3,855935139","43,602413387"
Amitié Franco-Vietnamienne Comité Hérault,04 67 87 98 93,,n.sicard34@hotmail.fr,,INTERNATIONAL,CULTURE ETRANGERE,AAFV,16  RUE ALPHONSE TAVAN,03,07,2,10,34090,"3,84675311","43,625146465"
Amitié Judéo-Chrétienne,04 67 75 02 99,,,,RELIGIONS ET PHILOSOPHIES,RELIGIONS,AJCF,801  RUE DE LAS SORBES,03,08,2,07,34070,"3,854508466","43,615036998"
Amitie Languedoc Touaregs,04 67 22 06 28,,jncasabianca@wanadoo.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ALT,4  BOULEVARD DE LA PERRUQUE,05,15,1,05,34000,"3,879158235","43,599961155"
Amitiés Camusiennes,,,,,CULTURE,LITTERATURE ET POESIE,,14  RUE DU PORT SARRAZIN,04,11,2,07,34070,"3,862233862","43,597417113"
Amitiés Franco-Colombiennes de Montpellier,06 42 99 98 99,,afcm@hotmail.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,AFCM,117  RUE DES ETATS GENERAUX,06,22,1,04,34000,"3,899148739","43,604695424"
Amitiés Russes et avec les Peuples de l'ex URSS,04 67 41 33 89,,nelia.lazorchak@gmail.com,http://www.amities-russes.site.voila.fr,INTERNATIONAL,CULTURE ETRANGERE,,27  BOULEVARD LOUIS BLANC,07,24,3,03,34000,"3,880265529","43,614485642"
Amnesty International,04 67 65 01 58,,christine.viallat@orange.fr,http://www.amnesty.fr/montpellier,INTERNATIONAL,SOLIDARITE INTERNATIONALE,AI,23  BOULEVARD LOUIS BLANC,07,24,3,03,34000,"3,879988143","43,614629646"
Amphère,04 67 72 60 19,,,,LOISIRS,JEUX,,11  RUE PROUDHON,07,24,3,03,34090,"3,881021362","43,615538021"
Amphère,04 67 72 60 19,,,,LOISIRS,JEUX,,11  RUE PROUDHON,07,24,3,03,34090,"3,880896505","43,61575033"
AMTE Tir Educatif,04 67 65 15 55,,,,SPORTS,TIR,AMTE,8  RUE MARIE MULLER,07,31,1,04,34070,"3,887850261","43,604708925"
"Analyse, Recherche en Politique et Economie Sociale",04 67 14 21 67,,,,SCIENCES,DIVERS SCIENCES,ARPES,0  ROUTE DE MENDE,,,,,,,
Anciens Combattants et Victimes de Guerre des PTT,04 67 22 03 38,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ACVG PTT,20  AVENUE CROIX DU CAPITAINE,04,11,2,07,34070,"3,864904188","43,602497783"
Anciens Combattants et Victimes de Guerre des PTT,04 67 22 03 38,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ACVG PTT,20  AVENUE CROIX DU CAPITAINE,04,11,2,07,34070,"3,865134041","43,602451625"
Anciens de Chantiers de Jeunesse Française,,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANACJF,380  RUE DE LA PISCINE,,,,,,,
Anciens Elèves Institut Administration Entreprises,04 35 35 63 44,,gerardmartinez@sfr.fr,,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,,33  PLAN LE CORBUSIER,,,,,,,
Anciens et Amis de l'Indochine,04 67 65 65 47,,andre.geyres@wanadoo.fr,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANAI,144  RUE EMILE GABORIAU,,,,,,,
Anciens et Amis des Ecoles du Commissariat de l'Armée de Terre,04 67 72 85 85,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANAAECAT,4  RUE 81EME RGT INFANTERIE,07,24,3,03,34090,"3,876691165","43,620067454"
Anciens Marins et Marins Anciens Combattants de Montpellier,09 75 75 94 72,,lesmarinsdu34@orange.fr,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,AMMAC,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Anciens Prisonniers et Internés de la Région de Vinh,,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,AAPMICV,236  RUE PLATEAU DES VIOLETTES,03,10,4,08,34070,"3,853920308","43,60703986"
Anciens Sapeurs du Génie de l'Hérault,04 67 59 21 41,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,AASGH,125  AVENUE DE LODEVE,03,08,4,08,34070,"3,846272621","43,611656363"
ANDEVA-FT,,,,,SANTE,AIDE AUX MALADES,ANDEVA-FT,10  RUE DES BLEUETS,03,10,4,08,34070,"3,847287715","43,60614901"
Anfanoma - Français d'Afrique du Nord et d'Outre Mer,,,aljha-decor@wanadoo.fr,,RAPATRIES,RAPATRIES,ANFANOMA,0  RUE EMILE CHARTIER (ALAIN),,,,,,,
Animanaya,09 81 10 34 27,,evaroussel@yahoo.fr,animanayadominican.wifeo.com,INTERNATIONAL,CULTURE ETRANGERE,,13  RUE DU POUS DE LAS SERS,,,,,,,
Animation et Vie des Aubes,04 67 72 12 39,,requillartsophie@numericable.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,AVA,50  BOULEVARD ERNEST RENAN,07,18,1,04,34000,"3,891021196","43,617336539"
Animation et Vie des Aubes,04 67 72 12 39,,requillartsophie@numericable.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,AVA,50  BOULEVARD ERNEST RENAN,07,18,1,04,34000,"3,89117885","43,617287093"
Animation Villa des Cent Regards et Galerie Saint Côme,04 67 61 08 89,,fressoz@free.fr,,CULTURE,ART CONTEMPORAIN,VLCR,60  IMPASSE ERMENGARDE,01,03,3,03,34090,"3,880653466","43,634139154"
Anjali,04 67 64 28 88,,,www.floradevi.com,INTERNATIONAL,CULTURE ETRANGERE,,48 BIS IMPASSE CARAVELLE,07,28,3,03,34000,"3,892313123","43,613673055"
Antenne Sud Infirmières Conseillères de Santé,04 34 00 04 19,,,,SANTE,DIVERS SANTE,,20  RUE DE LA CANTAPERDRIX,03,10,4,08,34070,"3,844436971","43,604557952"
APAJ Centre Gitan,04 67 58 14 50,,cgitan.mop@wanadoo.fr,,SOCIAL ET CITOYENNETE,INSERTION,APAJ,6  RUE DOM VAISSETTE,07,30,1,01,34000,"3,871500958","43,605485496"
APEDYS Hérault,,,apedys-herault@orange.fr,http://www.anapedys.org,EDUCATION,ENSEIGNEMENT,APEDYS,90  RUE LUNARET,07,24,3,03,34090,"3,883412141","43,620221982"
APEI du Grand Montpellier,04 67 54 29 77,,,,SOCIAL ET CITOYENNETE,HANDICAP,APEAI,268  RUE DU CADUCEE,,,,,,,
Aperto,04 67 72 57 41,04 67 72 57 41,asso_aperto@yahoo.fr,http://aperto.free.fr,CULTURE,ARTS PLASTIQUES,,1  RUE ETIENNE CARDAIRE,07,30,1,01,34000,"3,86872354","43,604578123"
Apollonia,04 67 75 75 28,,,,CULTURE,MUSIQUE,,10  PLAN ANDRE LURCAT,03,09,2,10,34070,"3,834637694","43,608489625"
Appel du Geste Actuel,04 67 42 00 35,04 67 42 00 35,appeldugesteactuel@gmail.com,appeldugesteactuel.perso.neuf.fr,SPORTS,DANSE,AGA,16  ROUTE DE LODEVE,03,07,2,09,34080,"3,829386645","43,614661328"
Apprendre et s'Orienter,,,daferre@wanadoo.fr,http://www.apprendreetsorienter.org,EDUCATION,ENSEIGNEMENT,,7  RUE D'ALGER,07,31,1,01,34000,"3,877680072","43,604976509"
APRRES- Poursuite de la Réhabilitation Respiratoire,04 67 29 20 82,,fj.maffre@wanadoo.fr,http://www.airplus.fr,SANTE,AIDE AUX MALADES,APRRES,2  RUE DES TONNELLES,03,07,2,10,34080,"3,836462562","43,613539627"
Aqualove Sauvetage,04 67 86 60 43,,contact@aqua-love.com,http://www.aqua-love.com,SPORTS,NATATION ET PLONGEE,,0  ALLEE ALEGRIA BERACASA,07,28,3,03,34000,"3,896417157","43,610924337"
Ara,,,assocara34@gmail.com,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,68  SQUARE NEPTUNE,02,05,2,09,34080,"3,821688316","43,630200308"
Arbres,04 67 41 68 10,,,,ENVIRONNEMENT ET CADRE DE VIE,ECOLOGIE,,378  RUE DE LA GALERA,01,02,2,10,34090,"3,839206559","43,639135935"
Arcanthéa,,,labtecmtp@free.fr,,CULTURE,THEATRE,,10  RUE FONTAINE DE LATTES,06,22,1,04,34000,"3,890995148","43,604588527"
Arceaux Montpellier,04 67 52 28 89,,,,SPORTS,FOOTBALL,FC ARCEAUX,81  AVENUE D'ASSAS,03,08,2,10,34000,"3,859031163","43,618400077"
Arceaux Vie Active,04 67 58 31 46,,ava.arceaux@cegetel.net,ava-arceaux@cegetel.net,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,AVA,7  BOULEVARD DES ARCEAUX,07,25,2,07,34000,"3,866458828","43,611340321"
Arceaux Vie Active,04 67 58 31 46,,ava.arceaux@cegetel.net,ava-arceaux@cegetel.net,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,AVA,7  BOULEVARD DES ARCEAUX,07,25,2,07,34000,"3,866367265","43,611339377"
Arche de Jean Vanier en Languedoc,04 67 72 69 00,,arche-horizon@wanadoo.fr,,SOCIAL ET CITOYENNETE,HANDICAP,AJVL,158  RUE DU PIOCH DE BOUTONNET,07,24,3,03,34090,"3,877471823","43,622484992"
Archives du Monde,04 67 72 35 87,,contact@archivesdumonde.org,www.archivesdumonde.org,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,6  RUE VAL MARIE,07,18,1,04,34000,"3,889648595","43,618674058"
ARDEC,04 67 92 21 74,,contact@ardeclr.org,http://www.ardeclr.org/,CULTURE,DIVERS CULTURE,ARDEC,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
ARDEC,04 67 92 21 74,,contact@ardeclr.org,http://www.ardeclr.org/,CULTURE,DIVERS CULTURE,ARDEC,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
ARDEC,04 67 92 21 74,,contact@ardeclr.org,http://www.ardeclr.org/,CULTURE,DIVERS CULTURE,ARDEC,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
ARDI Association Renaissance Développement Insertion,04 67 45 52 00,,ardimassane@hotmail.fr,,SOCIAL ET CITOYENNETE,SOLIDARITE,ARDI,0  BOITE POSTALE 7354,,,,,,,
Argile en Soi,,,karybrini@live.fr,,CULTURE,ARTS PLASTIQUES,,675  RUE DE MONTASINOS,01,03,3,03,34090,"3,88149284","43,628108753"
Argos,,,info@argos-lr.com,http://wwww.argos-lr.com,EDUCATION,ENSEIGNEMENT,,15  RUE DU MAS DE LEMASSON,04,12,1,06,34070,"3,868507238","43,598502863"
Arizona Kid Dance,,,arizonakid34450@yahoo.fr,http://www.arizona-kid.fr,SPORTS,DANSE,,14  RUE D'ASSISE,03,10,4,08,34070,"3,843917571","43,608552582"
Arjuna Studio,04 67 58 16 68,,igabivah@hotmail.com,www.a-d-tao.com,SPORTS,ARTS MARTIAUX,ADTAO,6  RUE DE MAGUELONE,07,27,1,01,34000,"3,879604592","43,607153389"
Armata Ultras,04 67 03 01 69,,orive_jerome@live.fr,http://armataultras.free.fr,SPORTS,FOOTBALL,AU,137  AVENUE DE LODEVE,03,07,2,10,34080,"3,833068839","43,614657236"
Ars Musica Montpellier,04 67 72 04 19,04 67 79 48 39,arsmusica@wanadoo.fr,www.ensemble-ariana.com,CULTURE,MUSIQUE,,17  RUE LUNARET,07,24,3,03,34090,"3,87978546","43,616719108"
Art Entreprise,04 67 57 03 02,,doutre@notaires.fr,http://www.argos-lr.com,CULTURE,DIVERS CULTURE,,15  RUE DU MAS DE LEMASSON,04,12,1,06,34070,"3,868507238","43,598502863"
Art et Création Chorale,04 67 59 92 36,,artetcreationchorale@wanadoo.fr,,CULTURE,MUSIQUE,ACC,75  RUE ABBE BREUIL,03,09,4,08,34070,"3,833568365","43,598635674"
Art et Culture Méditerranée,04 67 58 45 57,04 67 58 45 57,contact@artetculture.net,http://www.artetculture.net,CULTURE,DIVERS CULTURE,,1  RUE ANATOLE FRANCE,07,31,1,01,34000,"3,876315439","43,6054405"
Art' Hist association,,,art.hist@yahoo.fr,,CULTURE,DIVERS CULTURE,ART'HIST,197  RUE CAMILLE CLAUDEL,01,03,3,03,34090,"3,881144853","43,631316268"
Art Plus Plus,,,artplusplus@free.fr,http://www.artplusplus.fr,CULTURE,DIVERS CULTURE,,9  ESPLANADE DE L'EUROPE,07,28,3,03,34000,"3,894610383","43,607238228"
Art Taekwondo Montpellier,,,,,SPORTS,ARTS MARTIAUX,,1  RUE DU DAHLIA,07,23,2,10,34000,"3,868357","43,614187802"
Artdidacte,,,,http://www.artdidacte.fr,CULTURE,ARTS PLASTIQUES,,5  RUE FREDERIC PEYSSON,07,31,1,04,34000,"3,880261447","43,602485011"
Arte Cabocla,,,ces_c_silva@hotmail.com,,INTERNATIONAL,CULTURE ETRANGERE,,119  RUE GASTON BAISSETTE,01,02,2,02,34090,"3,867962463","43,637294723"
Arte e Progresso,,04 99 06 08 81,arteeprogresso@hotmail.fr,http://www.capoeira-gerais.com,INTERNATIONAL,CULTURE ETRANGERE,,556  RUE LOUISE MICHEL,06,19,1,04,34000,"3,903465946","43,620052555"
Arte Facto,04 67 92 11 71,,artefacto34@gmail.com,,CULTURE,DIVERS CULTURE,,32  RUE DU PLAN DE L'OLIVIER,07,26,1,01,34000,"3,878043882","43,613471183"
Arte Suave Montpellier,,,florent@artesuave.fr,www.artesuave.fr,SPORTS,ARTS MARTIAUX,,55  RUE SAINT CLEOPHAS,04,12,1,06,34070,"3,873000634","43,596700963"
Artflau,04 99 52 66 37,04 99 52 66 44,,,CULTURE,DIVERS CULTURE,,1744  AVENUE ALBERT EINSTEIN,06,20,1,04,34000,"3,917991044","43,611076569"
Artisans de Nouveaux Développements,09 75 59 93 96,,info@association-and.org,,EDUCATION,DIVERS EDUCATION,AND,39  RUE FRANCOIS D'ORBAY,02,06,2,10,34080,"3,825934409","43,61455231"
Artisans du Monde,04 67 60 72 38,,admmontpellier@yahoo.fr,http://www.artsansdumonde.org/boutiques-commerce,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ADM,6  RUE SAINT FIRMIN,07,26,1,01,34000,"3,874982484","43,610749834"
Artishow,04 67 72 53 88,,droledeshow@yahoo.fr,http://www.artishow.biz,CULTURE,THEATRE,,20  RUE ENCLOS FERMAUD,07,30,1,01,34000,"3,872795236","43,602178558"
Artistéos,04 67 20 26 99,,,http://artisteos.free.fr,CULTURE,CINEMA AUDIO-VISUEL,,9  RUE DU FAUBOURG DE NIMES,07,24,3,03,34000,"3,881088834","43,61410096"
Artistes Associés pour la Recherche de l'Innovation au Cirque,04 67 63 96 37,,ciegoudar@wanadoo.fr,,CULTURE,THEATRE,AARIC,6  RUE SAINT ALEXIS,07,24,2,02,34090,"3,875746406","43,616900716"
Art-Mada,,,catherine.ducauquis@laposte.net,,CULTURE,DIVERS CULTURE,,13  RUE FOCH,07,26,1,01,34000,"3,874700327","43,611013653"
Arts du Feu,,,,,CULTURE,ARTISANAT ART,,1047  AV DE VILLENEUVE-ANGOULEME,04,12,1,06,34070,"3,866575737","43,592413203"
Artsana,04 67 56 70 09,,mmalgarini@yahoo.fr,,SANTE,THERAPIES,,9  RUE GENERAL VINCENT,07,30,2,07,34070,"3,86734319","43,608172236"
Arts-Libre,04 67 06 57 01,,,,CULTURE,ARTS PLASTIQUES,,12  PLACE DE LA COMEDIE,07,27,1,01,34000,"3,880313487","43,608605592"
AS Cévennes,09 61 21 15 53,04 67 29 35 94,gharib.president@hotmail.fr,,SPORTS,DIVERS SPORTS,ASCEVE,949  AV PROFESSEUR LOUIS RAVAZ,03,07,2,07,34080,"3,845765757","43,62215011"
ASC Mas Prunet 8 - Montpellier,04 67 75 59 98,,,,SPORTS,FOOTBALL,,130  ALLEE DU BRIOL,03,09,4,08,34070,"3,838545837","43,597966638"
ASCH Arts Culture Hospitalité,04 67 33 63 02,07 64 33 93 65,espace-culturel@chu-montpellier.fr,http://www.chu-montpellier.fr/espace-culturel,CULTURE,DIVERS CULTURE,ASCH,191  AV DU DOYEN GASTON GIRAUD,,,,,,,
ASCH Tae Kwon Do,04 75 83 55 59,,,,SPORTS,ARTS MARTIAUX,ASCHT,611  RUE SAINT-PRIEST,01,02,2,10,34090,"3,844003832","43,633247255"
ASEG Montpellier Volley,,,pascalrogerjacques@hotmail.com,,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASEGMV,29  RUE LOUIS FIGUIER,07,31,1,04,34000,"3,881933581","43,602570111"
Ashadah,04 67 22 53 81,,ashadah@laposte.net,,SPORTS,DANSE,,57  AVENUE DE PALAVAS,05,16,1,05,34070,"3,886523102","43,597483038"
ASLJ Montpellier Croix d'Argent Volley Beach Volley,04 67 27 35 61,,almarcha.jean@neuf.fr,,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASLJ,91  ALLEE PIERRE DAC,04,14,1,06,34070,"3,869509147","43,589140838"
ASPTT Montpellier,04 99 52 60 70,04 99 52 60 89,montpellier@asptt.com,http://www.montpellier.asptt.com,SPORTS,CLUBS OMNISPORTS,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Aïkido,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,ARTS MARTIAUX,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Basket,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,BASKET,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Boules Lyonnaises,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,JEUX DE BOULES,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Bridge,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,LOISIRS,JEUX,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Course sur Route,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,COURSE A PIED ET ORIENTATION,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Cyclisme,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,CYCLISME ET CYCLOTOURISME,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Cyclotourisme,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,CYCLISME ET CYCLOTOURISME,ASPTT CYCL,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Danse,04 99 52 60 70,,asptt.montpellier@wanadoo.fr,http://www.montpellier.asptt.com,SPORTS,DANSE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Football,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,FOOTBALL,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Golf,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,DIVERS SPORTS,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Gymnastique,04 99 52 60 70,,asptt.montpellier@wanadoo.fr,http://www.montpellier.asptt.com,SPORTS,GYMNASTIQUE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Judo,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,ARTS MARTIAUX,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Montagne,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,SPORTS DE MONTAGNE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Natation,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,NATATION ET PLONGEE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Pétanque,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,PETANQUE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Plongée,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.loucabus.fr,SPORTS,NATATION ET PLONGEE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Roller,04 99 52 60 70,,asptt.montpellier@wanadoo.fr,http://www.montpellier.asptt.com,SPORTS,ROLLER ET SKATE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Tennis,04 99 52 60 70,04 99 52 60 89,montpellier@asptt.com,http://www.asptt-montpellier.com,SPORTS,TENNIS,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Voile,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://www.asptt-montpellier.com,SPORTS,VOILE,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASPTT Montpellier Volley-Ball,04 99 52 60 70,04 99 52 60 89,asptt.montpellier@wanadoo.fr,http://ww.asptt-montpellier.com,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASPTT,237  ROUTE DE VAUGUIERES,06,22,1,04,34000,"3,90558655","43,605407117"
ASSEC USEP Ecole Lamartine,04 67 60 62 05,,,,SPORTS,DIVERS SPORTS,assec usep,30  RUE DE LA VALFERE,07,26,1,01,34000,"3,873735926","43,609500381"
